PCODE,governorate,district,cluster,camp_name,geo,TypeSite,girls,boys,women,men,individual,Shelter,NFI,Water,Sanitation,Waste Removal,Food,shelter_cat,NFI_cat,water_cat,sanitation_cat,waste_cat,Food_cat
CP000066,Idleb,Harim,Bab Al Hawa,Aycha,"36.267583,36.692415",IS,298,287,255,223,1063,0,0,0,0,0,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000065,Idleb,Harim,Sarmada,Ariha,"36.15315,36.6902",IS,87,93,79,77,336,1,0,0,0,0,0,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000064,Idleb,Harim,Bab Al Hawa,Al Ummahat,"36.158152,36.554392",IS,184,177,163,156,680,1,0,0,0,0,0,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000063,Idleb,Harim,Sarmada,Al Ummah,"36.247425,36.702068",IS,184,177,163,156,680,0.5,0,0,1,0,1,3. Partially covered,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,4. Not covered - N/A,1. Fully covered
CP000062,Idleb,Harim,Sarmada,Al Sadaka,"36.131799,36.614381",IS,217,209,194,185,805,0.5,0,0,1,0,1,3. Partially covered,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,4. Not covered - N/A,1. Fully covered
CP000060,Idleb,Harim,Bab Al Hawa,Al Nahdha,"36.106156,36.387444",IS,98,136,137,122,493,0,0,0,0,0,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000059,Idleb,Harim,Atmeh,Atmeh,"36.389744,36.686102",IS,21320,18857,17299,16163,73639,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000045,Idleb,Harim,Al Dana,Al Dana,"36.22069,36.705731",IS,44,59,41,40,184,0.1,0,1,1,1,0,3. Partially covered,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000044,Idleb,Harim,Aqrabat,Aqrabat (Ahl Al-Athar),"36.221512,36.629882",IS,191,197,156,129,673,0,1,1,1,1,0.9,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000017,Aleppo,Jarablus,Jarablus,Jarablus 4 (Jbel),"36.837979,38.046915",IS,2683,2661,2131,1997,9472,0,0,0,0,0,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000016,Aleppo,Jarablus,Jarablus,Jarablus (Youth Centre),"36.85050328,38.04155",IS,128,100,95,82,405,0,0,0,0,0,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000015,Aleppo,Jarablus,Jarablus,Jarablus (Stadium),"36.737979,37.975051",IS,508,502,381,358,1749,0,0,0,0,0,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000014,Aleppo,Jarablus,Jarablus,Jarablus (Agricultural bank),"36.7909887,37.919483",IS,450,300,375,300,1425,0,0,0,0,0,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000011,Aleppo,Jarablus,Jarablus,Camp 5,"36.82082311,37.9865972",IS,1050,910,1080,825,3865,0,0,0,0,0,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000009,Aleppo,A'zaz,Azaz,"Shamarin (Dhahiat Al-Shuhada, Qatari)","36.644082,37.05867",IS,1627,1092,1253,1055,5027,1,0.8,1,1,1,0.5,1. Fully covered,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,3. Partially covered
CP000008,Aleppo,A'zaz,Azaz,Sujjo,"36.644667,37.138829",IS,2854,2705,2803,2705,10977,1,1,0.9,0.9,0.6,0.56,1. Fully covered,1. Fully covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,2. Mostly covered
CP000007,Aleppo,A'zaz,Azaz,Al Harameen (and extensions),"36.551269,37.200675",T/RC,0,0,0,0,7260,0,0,1,1,1,0,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000005,Aleppo,A'zaz,Azaz,Bab Al Salame ,"36.656307,37.105711",IS,2275,2278,1888,1679,8120,0.93,0.93,0.93,0.93,0.93,0.91,2. Mostly covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,2. Mostly covered
CP000004,Aleppo,A'zaz,Azaz,Bab Al Noor,"36.598828,37.220317",IS,2187,2510,1606,1305,7608,1,1,0.2,0.2,0.2,0.5,1. Fully covered,1. Fully covered,3. Partially covered,3. Partially covered,3. Partially covered,3. Partially covered
CP000003,Aleppo,A'zaz,Azaz,Bab Al Iman,"36.611619,37.069128",IS,1801,2126,1415,1540,6882,1,0.8,0.9,0.9,0.7,0.5,1. Fully covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,3. Partially covered
CP000002,Aleppo,Afrin,Afrin,Roubar,"36.4116661,37.0203094",IS,0,0,0,0,0,0,0,0,0,0,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000421,Idleb,Harim,Qah,Al Rayan,"36.2871806,36.7128917",IS,90,96,109,98,393,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000389,Idleb,Harim,Salam,Al Madiq 2,"36.308975367,36.769929742",IS,0,0,0,0,0,0,0,0,0,0,0.9,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,2. Mostly covered
CP000457,Aleppo,Al Bab,Al Bab,Duyuf Al Sharqia,"36.3829206,37.4973539",IS,0,0,0,0,0,0,0,0,0,0,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000478,Aleppo,Azaz,Azaz,Tadamun,"36.577603,37.076292",IS,0,0,0,0,2650,0,0,0,0,0,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000477,Aleppo,Azaz,Azaz,Tal Jubeen,"36.664172,37.141923",IS,0,0,0,0,0,0,0,0,0,0,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000479,Aleppo,Azaz,Azaz,Al Rahmah (Salama) ,"36.615642,37.078513",IS,0,0,0,0,0,0,0,0,0,0,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000458,Aleppo,Jebel Saman,Atareb,Al Hersh,"36.158978,36.739076",IS,0,0,0,0,4500,0,0,0,0,0,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000492,Aleppo,Jebel Saman,Atareb,Qortoba,"36.127303,36.726365",IS,287,334,336,345,1302,0,0,0,0,0,0.18,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,3. Partially covered
CP000491,Idleb,Harim,Aqrabat,Khattab,"36.2481733,36.7034467",IS,202,213,174,134,723,0,0,0,0,0,0.26,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,3. Partially covered
CP000454,Idleb,Harim,Bab Al Hawa,Al Farja,"36.2398583,36.7186911",IS,0,0,0,0,635,0,0,0,0,0,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000455,Idleb,Harim,Bab Al Hawa,Al Qunetrat,"36.2419906,36.716525",IS,0,0,0,0,581,0,0,0,0,0,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000470,Idleb,Harim,Deir Hassan,Al Iman,"36.261283,36.747399",IS,0,0,0,0,2566,0,0,1,1,1,0,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000489,Idleb,Harim,Deir Hassan,Al Jesat,"36.2536289,36.7383722",IS,0,0,0,0,414,0,0,0,0,0,0.19,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,3. Partially covered
CP000476,Idleb,Harim,Deir Hassan,Al Shomaria,"36.259667,36.753",IS,0,0,0,0,288,0,0,1,1,1,0,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000475,Idleb,Harim,Deir Hassan,Babes,"36.254629,36.756656",IS,0,0,0,0,108,0,0,1,1,1,0,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000466,Idleb,Harim,Deir Hassan,Badelha ,"36.24498,36.74167",IS,0,0,0,0,1051,0,0,0,0,0,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000468,Idleb,Harim,Deir Hassan,Defaf Al Furat,"36.202574,36.779048",IS,0,0,0,0,135,0,0,0,0,0,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000474,Idleb,Harim,Deir Hassan,Halab Alshahba,"36.242779,36.740899",IS,0,0,0,0,330,0,0,1,1,1,0,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000463,Idleb,Harim,Deir Hassan,Kafr Obaid,"36.2409,36.76373",IS,0,0,0,0,659,0,0,1,1,1,0,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000473,Idleb,Harim,Deir Hassan,Khan Sheikhon,"36.248704,36.735755",IS,0,0,0,0,662,0,0,1,1,1,0,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000472,Idleb,Harim,Deir Hassan,Nasaem Al Khayr 2,"36.24461954,36.75920708",IS,0,0,0,0,1300,0,0,0,0,0,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000471,Idleb,Harim,Deir Hassan,Qyam,"36.23866349,36.73596592",IS,0,0,0,0,186,0,0,1,1,1,0,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000461,Idleb,Harim,Deir Hassan,Sons of Al Jazeera wa Al Furat,"36.202639,36.77759",IS,188,227,137,109,661,0,0,0,0,0,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000462,Idleb,Harim,Deir Hassan,Al Gharbal,"36.19449,36.762211",IS,0,0,0,0,255,0.1,0,0,0,0,0,3. Partially covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000464,Idleb,Harim,Deir Hassan,Ard Al Matar,"36.194216,36.746368",IS,0,0,0,0,430,0,0,1,1,1,0,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000465,Idleb,Harim,Deir Hassan,Ard Al Matar 2,"36.1981294,36.7614922",IS,0,0,0,0,701,0,0,0,0,0,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000469,Idleb,Harim,Deir Hassan,Omar Al Farouk,"36.19478413,36.75172127",IS,0,0,0,0,701,0,0,1,1,1,0,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000467,Idleb,Harim,Karama,Al Ber Wa Al Taqwaa (Karama) ,"36.2996483,36.705045",IS,139,163,53,3,358,1,1,1,1,1,0.9,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000482,Idleb,Harim,Karama,Al Hidaya Al Namouthajia,"36.287495,36.7101261",IS,242,235,200,205,882,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000483,Idleb,Harim,Karama,Al Zahra',"36.3030833,36.7055272",IS,94,151,134,90,469,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000485,Idleb,Harim,Liyajlikum,Al Sharqia,"36.2952761,36.7084933",IS,161,178,172,116,627,0,1,1,1,1,0.2,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,3. Partially covered
CP000486,Idleb,Harim,Salam,Al Badiah (Al Midan Extension) ,"36.2704572,36.7378217",IS,88,106,179,149,522,0,1,1,1,1,0.31,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,3. Partially covered
CP000487,Idleb,Harim,Salam,Al Qala'a,"36.2812844,36.7228928",IS,30,39,17,15,101,0,1,1,1,1,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000488,Idleb,Harim,Salam,Al Shomoukh,"36.293985,36.7304678",IS,46,60,72,60,273,0,1,1,1,1,0.31,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,3. Partially covered
CP000484,Idleb,Harim,Salam,Fatih Halab,"36.2668833,36.7349833",IS,73,62,48,36,219,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000456,Idleb,Harim,Sarmada,Al Sufara'a,"36.155784,36.741726",IS,0,0,0,0,130,0,0,0,0,0,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000490,Idleb,Harim,Sarmada,Al Wafa (Sarmada) ,"36.1620678,36.7583856",IS,384,383,375,299,1441,0,0,0,0,0,0.2,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,3. Partially covered
CP000453,Idleb,Harim,Sarmada,Islamuna 2,"36.2089633,36.7280811",IS,0,0,0,0,1650,0,0,0,0,0,1,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered
CP000481,Idleb,Jisr-Ash-Shugur,Darkosh,Al Farouk (Darkosh) ,"35.9768867,36.3594122",IS,433,559,440,376,1808,0,1,1,1,1,0,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000480,Idleb,Jisr-Ash-Shugur,Darkosh,Sheikh Essa,"35.9103711,36.375985",IS,155,202,125,104,586,0,1,1,1,1,0,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000459,Idleb,Jisr-Ash-Shugur,Darkosh,Aleppo 1,"36.001812,36.370095",IS,185,199,151,131,666,0,1,1,1,1,0,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000460,Idleb,Jisr-Ash-Shugur,Darkosh,Aleppo 2,"36.008533,36.370083",IS,121,124,81,72,398,0,1,1,1,1,0,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000451,Idleb,Harim,Bab Al Hawa,Umut Camp,"36.2244256,36.7090144",PC,1685,1452,1139,536,4812,1,1,0.8,0.7,1,0.5,1. Fully covered,1. Fully covered,2. Mostly covered,2. Mostly covered,1. Fully covered,3. Partially covered
CP000452,Idleb,Harim,Bab Al Hawa,Yalniz Degilsiniz 2,"36.227645,36.7192761",PC,191,185,132,110,618,1,0.8,0.5,0.5,0.4,0.5,1. Fully covered,2. Mostly covered,3. Partially covered,3. Partially covered,3. Partially covered,3. Partially covered
CP000493,Idleb,Harim,Salam,Al Sabah,"36.2603953670001,36.709659742",IS,129,151,60,49,389,0,1,1,1,1,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000494,Aleppo,A'zaz,Azaz,Elbil 1,"36.597582925,37.1939463880001",PC,868,854,589,548,2859,1,1,1,1,1,0.5,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,3. Partially covered
CP000495,Aleppo,A'zaz,Azaz,Elbil 2,"36.596582925,37.1936463880001",PC,0,0,0,0,0,0,0,0,0,0,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000312,Idleb,Harim,Qah,Ataa 4 (Al Reaya Al Islamiya)/ ???? 3 - ??????? ?????????,"36.206072732,36.666284884",PC,220,231,135,157,743,1,0,0.7,0.6,0.8,1,1. Fully covered,4. Not covered - N/A,2. Mostly covered,2. Mostly covered,2. Mostly covered,1. Fully covered
